"NHS.region","Start.date","End.date","Central.estimate","Lower.bound","Upper.bound","Test","Median.mean","Min.age","Max.age","Data.source","N.tests"
"South East","03 October 2020","03 October 2020","0.196671728891212%","0.148951775331132%","0.25295574778176%","","","","","ONS-CIS",""
"South East","04 October 2020","04 October 2020","0.218088640772435%","0.165132347229887%","0.277884600001646%","","","","","ONS-CIS",""
"South East","05 October 2020","05 October 2020","0.233117828267849%","0.17891719880334%","0.294811261227429%","","","","","ONS-CIS",""
"South East","06 October 2020","06 October 2020","0.249003606176699%","0.193437554518321%","0.31386276981999%","","","","","ONS-CIS",""
"South East","07 October 2020","07 October 2020","0.265560239552918%","0.208867582248296%","0.332823034397768%","","","","","ONS-CIS",""
"South East","08 October 2020","08 October 2020","0.282536808026804%","0.224221985317559%","0.351215080773526%","","","","","ONS-CIS",""
"South East","09 October 2020","09 October 2020","0.29962062014256%","0.240579442660365%","0.369130513046086%","","","","","ONS-CIS",""
"South East","10 October 2020","10 October 2020","0.316447418053974%","0.256208680063768%","0.385816486215977%","","","","","ONS-CIS",""
"South East","11 October 2020","11 October 2020","0.335315039688543%","0.272733254397567%","0.406356931998407%","","","","","ONS-CIS",""
"South East","12 October 2020","12 October 2020","0.347970591184142%","0.283321834754712%","0.419708381363476%","","","","","ONS-CIS",""
"South East","13 October 2020","13 October 2020","0.359508952803691%","0.292530862990453%","0.433850420194432%","","","","","ONS-CIS",""
"South East","14 October 2020","14 October 2020","0.369806468281688%","0.301134431168856%","0.446785861168986%","","","","","ONS-CIS",""
"South East","15 October 2020","15 October 2020","0.378873079669545%","0.310018133939015%","0.455913258406038%","","","","","ONS-CIS",""
"South East","16 October 2020","16 October 2020","0.386851368458437%","0.318308617927025%","0.46335109389743%","","","","","ONS-CIS",""
"South East","17 October 2020","17 October 2020","0.393999107965199%","0.325322334346615%","0.469820304530476%","","","","","ONS-CIS",""
"South East","18 October 2020","18 October 2020","0.389581119246942%","0.320870400301244%","0.466253770969864%","","","","","ONS-CIS",""
"South East","19 October 2020","19 October 2020","0.397316060050321%","0.326116507955899%","0.476256249486014%","","","","","ONS-CIS",""
"South East","20 October 2020","20 October 2020","0.406191562014421%","0.332663729241823%","0.489869199748022%","","","","","ONS-CIS",""
"South East","21 October 2020","21 October 2020","0.416390294542566%","0.341168655791051%","0.502494718993569%","","","","","ONS-CIS",""
"South East","22 October 2020","22 October 2020","0.428117923563248%","0.350765494274377%","0.51395023657221%","","","","","ONS-CIS",""
"South East","23 October 2020","23 October 2020","0.441591424159748%","0.362653029026287%","0.528385842041298%","","","","","ONS-CIS",""
"South East","24 October 2020","24 October 2020","0.457022228560661%","0.376682713308791%","0.545981505146806%","","","","","ONS-CIS",""
"South East","25 October 2020","25 October 2020","0.471925443249507%","0.388764950833964%","0.565381675200789%","","","","","ONS-CIS",""
"South East","26 October 2020","26 October 2020","0.488238526282864%","0.401448807522062%","0.585329439865057%","","","","","ONS-CIS",""
"South East","27 October 2020","27 October 2020","0.507876507195898%","0.417313401481043%","0.60810558100007%","","","","","ONS-CIS",""
"South East","28 October 2020","28 October 2020","0.530985121388257%","0.437363939294631%","0.635156695013129%","","","","","ONS-CIS",""
"South East","29 October 2020","29 October 2020","0.557578144788965%","0.460888526511741%","0.661984436044042%","","","","","ONS-CIS",""
"South East","30 October 2020","30 October 2020","0.587499976105968%","0.489110196779709%","0.693920141631111%","","","","","ONS-CIS",""
"South East","31 October 2020","31 October 2020","0.620385159622897%","0.521734672413306%","0.728295765633051%","","","","","ONS-CIS",""
"South East","01 November 2020","01 November 2020","0.655584249280071%","0.550468734443161%","0.773786083211963%","","","","","ONS-CIS",""
"South East","02 November 2020","02 November 2020","0.690625835345235%","0.581368855087161%","0.814092684198881%","","","","","ONS-CIS",""
"South East","03 November 2020","03 November 2020","0.725483341802319%","0.610825097587941%","0.851346069391096%","","","","","ONS-CIS",""
"South East","04 November 2020","04 November 2020","0.759361450177461%","0.643113094100028%","0.887581867205641%","","","","","ONS-CIS",""
"South East","05 November 2020","05 November 2020","0.791380238630075%","0.674257539289019%","0.919115364664437%","","","","","ONS-CIS",""
"South East","06 November 2020","06 November 2020","0.820610702253268%","0.704442884277315%","0.947595690517422%","","","","","ONS-CIS",""
"South East","07 November 2020","07 November 2020","0.846119179748291%","0.731816295479423%","0.969029621591923%","","","","","ONS-CIS",""
"South East","08 November 2020","08 November 2020","0.867022898638516%","0.753388527982461%","0.990550918136217%","","","","","ONS-CIS",""
"South East","09 November 2020","09 November 2020","0.882557015892861%","0.768198460342968%","1.00866732391317%","","","","","ONS-CIS",""
"South East","10 November 2020","10 November 2020","0.892149089680105%","0.775987398574938%","1.02049718746273%","","","","","ONS-CIS",""
"South East","11 November 2020","11 November 2020","0.895491202652473%","0.775874144011697%","1.02890614908775%","","","","","ONS-CIS",""
"South East","12 November 2020","12 November 2020","0.89259554246878%","0.770888675918161%","1.02769818953844%","","","","","ONS-CIS",""
"South East","13 November 2020","13 November 2020","0.883818830855086%","0.7614483380668%","1.0189002674173%","","","","","ONS-CIS",""
"South East","14 November 2020","14 November 2020","0.869845903113636%","0.74937098515568%","1.00311060614136%","","","","","ONS-CIS",""
"South East","15 November 2020","15 November 2020","0.851631911193471%","0.7351958849896%","0.980739240791356%","","","","","ONS-CIS",""
"South East","16 November 2020","16 November 2020","0.830312834121069%","0.718758713875305%","0.952774886513256%","","","","","ONS-CIS",""
"South East","17 November 2020","17 November 2020","0.807101362503167%","0.698131568035208%","0.925403427062691%","","","","","ONS-CIS",""
"South East","18 November 2020","18 November 2020","0.783187190206208%","0.676910497383152%","0.898672736295699%","","","","","ONS-CIS",""
"South East","19 November 2020","19 November 2020","0.759657139573846%","0.655564505724573%","0.871864826169433%","","","","","ONS-CIS",""
"South East","20 November 2020","20 November 2020","0.737443400489349%","0.633957818494752%","0.84887935570167%","","","","","ONS-CIS",""
"South East","21 November 2020","21 November 2020","0.717300410722873%","0.613244219818362%","0.828523511226722%","","","","","ONS-CIS",""
"South East","22 November 2020","22 November 2020","0.699804962459309%","0.595794374546647%","0.809529015919289%","","","","","ONS-CIS",""
"South East","23 November 2020","23 November 2020","0.685371117912355%","0.582665986975617%","0.794415732010841%","","","","","ONS-CIS",""
"South East","24 November 2020","24 November 2020","0.674271335436271%","0.573775076286384%","0.781494530033103%","","","","","ONS-CIS",""
"South East","25 November 2020","25 November 2020","0.666656996359335%","0.568391843070649%","0.772420944821568%","","","","","ONS-CIS",""
"South East","26 November 2020","26 November 2020","0.662574270971436%","0.566786541459299%","0.765658766166735%","","","","","ONS-CIS",""
"South East","27 November 2020","27 November 2020","0.661974153738987%","0.56720432742807%","0.763166980914032%","","","","","ONS-CIS",""
"South East","28 November 2020","28 November 2020","0.66471800997879%","0.569825010005549%","0.765866771557612%","","","","","ONS-CIS",""
"South East","29 November 2020","29 November 2020","0.67058180415219%","0.574971644974477%","0.773389761544033%","","","","","ONS-CIS",""
"South East","30 November 2020","30 November 2020","0.679263107918462%","0.579217853250737%","0.786592046200305%","","","","","ONS-CIS",""
"South East","01 December 2020","01 December 2020","0.690394810754067%","0.587677048425261%","0.803889410289321%","","","","","ONS-CIS",""
"South East","02 December 2020","02 December 2020","0.703568033620643%","0.596982952541292%","0.821870352736615%","","","","","ONS-CIS",""
"South East","03 December 2020","03 December 2020","0.718364165781537%","0.60802511769835%","0.842133257224475%","","","","","ONS-CIS",""
"South East","04 December 2020","04 December 2020","0.734392723889195%","0.621023173557818%","0.857863822657469%","","","","","ONS-CIS",""
"South East","05 December 2020","05 December 2020","0.751328850835479%","0.638604689488627%","0.874317819666967%","","","","","ONS-CIS",""
"South East","06 December 2020","06 December 2020","0.768942895568578%","0.654248161548838%","0.892445727318047%","","","","","ONS-CIS",""
"South East","07 December 2020","07 December 2020","0.7871154574494%","0.668636038796989%","0.915638770320855%","","","","","ONS-CIS",""
"South East","08 December 2020","08 December 2020","0.805834491553786%","0.677262593214352%","0.945713757417065%","","","","","ONS-CIS",""
"South East","09 December 2020","09 December 2020","0.825175528705585%","0.681599558275249%","0.984696055071408%","","","","","ONS-CIS",""
"South East","10 December 2020","10 December 2020","0.845270178948688%","0.678928064491157%","1.03335277464285%","","","","","ONS-CIS",""
"South East","11 December 2020","11 December 2020","0.866270438655011%","0.670305790773472%","1.0914480397054%","","","","","ONS-CIS",""
"South East","12 December 2020","12 December 2020","0.888316280970864%","0.659318879591403%","1.16022140511663%","","","","","ONS-CIS",""
"South West","15 June 2020","15 June 2020","0.0438917545994723%","0.0110749333468074%","0.111712217797899%","","","","","ONS-CIS",""
"South West","16 June 2020","16 June 2020","0.0429916243563915%","0.0113037449316619%","0.104743634982218%","","","","","ONS-CIS",""
"South West","17 June 2020","17 June 2020","0.0421775106257562%","0.0116250627425325%","0.0998910032681869%","","","","","ONS-CIS",""
"South West","18 June 2020","18 June 2020","0.041439256831214%","0.0119001918904534%","0.0947822667972697%","","","","","ONS-CIS",""
"South West","19 June 2020","19 June 2020","0.0407660929473834%","0.012104014331366%","0.0906038312725854%","","","","","ONS-CIS",""
"South West","20 June 2020","20 June 2020","0.0401469903384725%","0.0121696438302106%","0.0866797754493146%","","","","","ONS-CIS",""
"South West","21 June 2020","21 June 2020","0.0395713284321846%","0.0121544776533204%","0.083152603009248%","","","","","ONS-CIS",""
"South West","22 June 2020","22 June 2020","0.0309674624830496%","0.0057916834727785%","0.0752400526827407%","","","","","ONS-CIS",""
"South West","23 June 2020","23 June 2020","0.0305658005644413%","0.0060806723031264%","0.0717827924272598%","","","","","ONS-CIS",""
"South West","24 June 2020","24 June 2020","0.0302252579101007%","0.0063368002897829%","0.0688707620212951%","","","","","ONS-CIS",""
"South West","25 June 2020","25 June 2020","0.0299432750721903%","0.0065286674054075%","0.0663329893861792%","","","","","ONS-CIS",""
"South West","26 June 2020","26 June 2020","0.0297176423175098%","0.0068802247809483%","0.0638032914033197%","","","","","ONS-CIS",""
"South West","27 June 2020","27 June 2020","0.0295462398703562%","0.0071709147808599%","0.0619190711476603%","","","","","ONS-CIS",""
"South West","28 June 2020","28 June 2020","0.0294271383521928%","0.0071382769219344%","0.0598780680152262%","","","","","ONS-CIS",""
"South West","29 June 2020","29 June 2020","0.0357857728636641%","0.008074679297295%","0.0750741945939485%","","","","","ONS-CIS",""
"South West","30 June 2020","30 June 2020","0.0357626526985515%","0.0085456870172302%","0.0724074687359688%","","","","","ONS-CIS",""
"South West","01 July 2020","01 July 2020","0.0357809936803019%","0.0092265930653436%","0.070232177316175%","","","","","ONS-CIS",""
"South West","02 July 2020","02 July 2020","0.0358410702581562%","0.0097050912093921%","0.068906969216825%","","","","","ONS-CIS",""
"South West","03 July 2020","03 July 2020","0.0335800961586228%","0.007724486523362%","0.0691375383098934%","","","","","ONS-CIS",""
"South West","04 July 2020","04 July 2020","0.0335541967901589%","0.0082299639418415%","0.0672627419814499%","","","","","ONS-CIS",""
"South West","05 July 2020","05 July 2020","0.0335620769237172%","0.0088075286257125%","0.0653885386421534%","","","","","ONS-CIS",""
"South West","06 July 2020","06 July 2020","0.0336047370240225%","0.0093332260783707%","0.0639012793475083%","","","","","ONS-CIS",""
"South West","07 July 2020","07 July 2020","0.0336827154081681%","0.0097947876350794%","0.0631842650614396%","","","","","ONS-CIS",""
"South West","08 July 2020","08 July 2020","0.0337958225559589%","0.0103228700430555%","0.0623576225610932%","","","","","ONS-CIS",""
"South West","09 July 2020","09 July 2020","0.0339431666411589%","0.0107456312801986%","0.0619718239853017%","","","","","ONS-CIS",""
"South West","10 July 2020","10 July 2020","0.0348005476041254%","0.0076675271874661%","0.0792745221659914%","","","","","ONS-CIS",""
"South West","11 July 2020","11 July 2020","0.0348499187133296%","0.0083230236765991%","0.0776040473755108%","","","","","ONS-CIS",""
"South West","12 July 2020","12 July 2020","0.0349322356376759%","0.0088927852121946%","0.0762023672190028%","","","","","ONS-CIS",""
"South West","13 July 2020","13 July 2020","0.035046434599014%","0.0094557615873991%","0.075034146319189%","","","","","ONS-CIS",""
"South West","14 July 2020","14 July 2020","0.0351901079803716%","0.0099986994951768%","0.0736523111185568%","","","","","ONS-CIS",""
"South West","15 July 2020","15 July 2020","0.0441262470454013%","0.0140246033453703%","0.0962775784728344%","","","","","ONS-CIS",""
"South West","16 July 2020","16 July 2020","0.0438944642152802%","0.0145464258760635%","0.0937735879456323%","","","","","ONS-CIS",""
"South West","17 July 2020","17 July 2020","0.0437035286269541%","0.0151278991979323%","0.0904906781733077%","","","","","ONS-CIS",""
"South West","18 July 2020","18 July 2020","0.043550696507807%","0.0158217355517893%","0.0873439395777242%","","","","","ONS-CIS",""
"South West","19 July 2020","19 July 2020","0.0434322579570374%","0.0164919183261984%","0.084510879262245%","","","","","ONS-CIS",""
"South West","20 July 2020","20 July 2020","0.0433436318273416%","0.0170206928192046%","0.0834326715218891%","","","","","ONS-CIS",""
"South West","21 July 2020","21 July 2020","0.0432797329023045%","0.0174967387533703%","0.0819158873624958%","","","","","ONS-CIS",""
"South West","22 July 2020","22 July 2020","0.0432354929837411%","0.0177993981075843%","0.0804929728181651%","","","","","ONS-CIS",""
"South West","23 July 2020","23 July 2020","0.043206403252684%","0.0180024603535941%","0.0791612522115822%","","","","","ONS-CIS",""
"South West","24 July 2020","24 July 2020","0.0431889527876386%","0.0182256069542934%","0.0781538871844307%","","","","","ONS-CIS",""
"South West","25 July 2020","25 July 2020","0.0431808699172898%","0.0184335308982515%","0.0766244267356648%","","","","","ONS-CIS",""
"South West","26 July 2020","26 July 2020","0.0530928609196546%","0.0181821456953665%","0.115661816521047%","","","","","ONS-CIS",""
"South West","27 July 2020","27 July 2020","0.0524006242985117%","0.0186684601528925%","0.110512202682732%","","","","","ONS-CIS",""
"South West","28 July 2020","28 July 2020","0.0517791097489792%","0.0190268461569208%","0.107578450626467%","","","","","ONS-CIS",""
"South West","29 July 2020","29 July 2020","0.0512227689547842%","0.0194852070884361%","0.103982295905147%","","","","","ONS-CIS",""
"South West","30 July 2020","30 July 2020","0.0507263813607407%","0.0199605830035989%","0.100583612016473%","","","","","ONS-CIS",""
"South West","31 July 2020","31 July 2020","0.0489512551929895%","0.0153177020512696%","0.10915210546766%","","","","","ONS-CIS",""
"South West","01 August 2020","01 August 2020","0.0487472077568412%","0.0161924825425945%","0.105971987197962%","","","","","ONS-CIS",""
"South West","02 August 2020","02 August 2020","0.048585816390597%","0.0169446834284919%","0.104105694224046%","","","","","ONS-CIS",""
"South West","03 August 2020","03 August 2020","0.0484644347582824%","0.0177501466817244%","0.101823433683345%","","","","","ONS-CIS",""
"South West","04 August 2020","04 August 2020","0.04837891209634%","0.0183102347558016%","0.0995022193072837%","","","","","ONS-CIS",""
"South West","05 August 2020","05 August 2020","0.0483236707452636%","0.0187456860066566%","0.0974613198493868%","","","","","ONS-CIS",""
"South West","06 August 2020","06 August 2020","0.0482921050231593%","0.019336454267134%","0.0961091490464919%","","","","","ONS-CIS",""
"South West","07 August 2020","07 August 2020","0.0482771946619339%","0.0197754791750716%","0.0947204010107295%","","","","","ONS-CIS",""
"South West","08 August 2020","08 August 2020","0.04827219324298%","0.0201920287130094%","0.0930902945325135%","","","","","ONS-CIS",""
"South West","09 August 2020","09 August 2020","0.0669369041978447%","0.0259293270662891%","0.141366886707919%","","","","","ONS-CIS",""
"South West","10 August 2020","10 August 2020","0.0658681519041204%","0.0262859371059871%","0.132642551322739%","","","","","ONS-CIS",""
"South West","11 August 2020","11 August 2020","0.0648972172217583%","0.0269090235553642%","0.126953074783659%","","","","","ONS-CIS",""
"South West","12 August 2020","12 August 2020","0.0640201586414758%","0.0276237859355001%","0.121401379087707%","","","","","ONS-CIS",""
"South West","13 August 2020","13 August 2020","0.0632332389429985%","0.0279339801053807%","0.115794048542539%","","","","","ONS-CIS",""
"South West","14 August 2020","14 August 2020","0.0588284990637204%","0.026619513466474%","0.101349541139348%","","","","","ONS-CIS",""
"South West","15 August 2020","15 August 2020","0.0586966653354445%","0.0270682211737687%","0.0999028440313055%","","","","","ONS-CIS",""
"South West","16 August 2020","16 August 2020","0.0585973138303888%","0.0274073645488296%","0.0986931092859418%","","","","","ONS-CIS",""
"South West","17 August 2020","17 August 2020","0.0585308640950828%","0.0276480200243124%","0.0978678459133641%","","","","","ONS-CIS",""
"South West","18 August 2020","18 August 2020","0.0584983592424876%","0.028021546094779%","0.0968050506657215%","","","","","ONS-CIS",""
"South West","19 August 2020","19 August 2020","0.0585014219028333%","0.0285486173699549%","0.0962035298049943%","","","","","ONS-CIS",""
"South West","20 August 2020","20 August 2020","0.0585421176068921%","0.0289049382035785%","0.095408071185017%","","","","","ONS-CIS",""
"South West","21 August 2020","21 August 2020","0.0642883628566251%","0.0263769385888178%","0.119366972593656%","","","","","ONS-CIS",""
"South West","22 August 2020","22 August 2020","0.0623959237758125%","0.0262229073265581%","0.113889519903494%","","","","","ONS-CIS",""
"South West","23 August 2020","23 August 2020","0.0607961835388292%","0.02620364244039%","0.109324743804938%","","","","","ONS-CIS",""
"South West","24 August 2020","24 August 2020","0.0594796559484262%","0.0260382055230926%","0.106585084261143%","","","","","ONS-CIS",""
"South West","25 August 2020","25 August 2020","0.0584390991826853%","0.0261522371465389%","0.103406498560574%","","","","","ONS-CIS",""
"South West","26 August 2020","26 August 2020","0.0576694557028205%","0.0260509467349145%","0.101395599162715%","","","","","ONS-CIS",""
"South West","27 August 2020","27 August 2020","0.0571676133711878%","0.0259662151538312%","0.100291415180115%","","","","","ONS-CIS",""
"South West","28 August 2020","28 August 2020","0.0516576706009238%","0.0160455608959846%","0.109928866397144%","","","","","ONS-CIS",""
"South West","29 August 2020","29 August 2020","0.0513283945353414%","0.0168351204766513%","0.1066684625976%","","","","","ONS-CIS",""
"South West","30 August 2020","30 August 2020","0.051180977858868%","0.0175490548968123%","0.103083642272679%","","","","","ONS-CIS",""
"South West","31 August 2020","31 August 2020","0.0512151754840712%","0.0183439204630641%","0.101389162601668%","","","","","ONS-CIS",""
"South West","01 September 2020","01 September 2020","0.0514401080552436%","0.0194019299381835%","0.100870382536168%","","","","","ONS-CIS",""
"South West","02 September 2020","02 September 2020","0.051870278640888%","0.0200480693523658%","0.0999301438411086%","","","","","ONS-CIS",""
"South West","03 September 2020","03 September 2020","0.052521020485773%","0.021264497340886%","0.10038202507421%","","","","","ONS-CIS",""
"South West","04 September 2020","04 September 2020","0.0534048151816642%","0.0221032944366161%","0.100822745903516%","","","","","ONS-CIS",""
"South West","05 September 2020","05 September 2020","0.0419695373869577%","0.014342076868248%","0.0856046296422695%","","","","","ONS-CIS",""
"South West","06 September 2020","06 September 2020","0.0442857025211127%","0.0159974473552988%","0.0879316744003653%","","","","","ONS-CIS",""
"South West","07 September 2020","07 September 2020","0.0469122786457975%","0.0182298878677655%","0.0905561801401098%","","","","","ONS-CIS",""
"South West","08 September 2020","08 September 2020","0.0498874211767963%","0.0207104474225069%","0.0942530451748488%","","","","","ONS-CIS",""
"South West","09 September 2020","09 September 2020","0.0532558677860937%","0.0233292036544394%","0.0978857232721597%","","","","","ONS-CIS",""
"South West","10 September 2020","10 September 2020","0.0570673972190006%","0.0262939067474739%","0.102461284080468%","","","","","ONS-CIS",""
"South West","11 September 2020","11 September 2020","0.0613739542957233%","0.0293637620609483%","0.107281530209888%","","","","","ONS-CIS",""
"South West","12 September 2020","12 September 2020","0.0734061565201095%","0.0334286591451557%","0.130129511770701%","","","","","ONS-CIS",""
"South West","13 September 2020","13 September 2020","0.0760964100024326%","0.0358452050119823%","0.132385126845198%","","","","","ONS-CIS",""
"South West","14 September 2020","14 September 2020","0.0795251604455748%","0.0388355921921146%","0.135343261870988%","","","","","ONS-CIS",""
"South West","15 September 2020","15 September 2020","0.0837808213643706%","0.0423419833955656%","0.138522590118499%","","","","","ONS-CIS",""
"South West","16 September 2020","16 September 2020","0.088956897456757%","0.04691497835315%","0.143087067147921%","","","","","ONS-CIS",""
"South West","17 September 2020","17 September 2020","0.0951472547743673%","0.0518186572797343%","0.150006449331341%","","","","","ONS-CIS",""
"South West","18 September 2020","18 September 2020","0.102437957575419%","0.0573249934800759%","0.158919222343165%","","","","","ONS-CIS",""
"South West","19 September 2020","19 September 2020","0.110895908801616%","0.0647248746970334%","0.169884623617808%","","","","","ONS-CIS",""
"South West","20 September 2020","20 September 2020","0.131108149914129%","0.0777681102497679%","0.199849783988128%","","","","","ONS-CIS",""
"South West","21 September 2020","21 September 2020","0.138520721490483%","0.0843827231948831%","0.207604354777501%","","","","","ONS-CIS",""
"South West","22 September 2020","22 September 2020","0.147196100184562%","0.0927771407007076%","0.217062100277021%","","","","","ONS-CIS",""
"South West","23 September 2020","23 September 2020","0.157174884086644%","0.101464026234255%","0.228869838272943%","","","","","ONS-CIS",""
"South West","24 September 2020","24 September 2020","0.168440413146632%","0.111276588764741%","0.240580079686712%","","","","","ONS-CIS",""
"South West","25 September 2020","25 September 2020","0.180899910079451%","0.122685411060687%","0.254941881070747%","","","","","ONS-CIS",""
"South West","26 September 2020","26 September 2020","0.199540419770664%","0.134484610471339%","0.281092963815584%","","","","","ONS-CIS",""
"South West","27 September 2020","27 September 2020","0.208537093790377%","0.143392286365805%","0.290186413576462%","","","","","ONS-CIS",""
"South West","28 September 2020","28 September 2020","0.217702956900403%","0.152068648533547%","0.297892631393361%","","","","","ONS-CIS",""
"South West","29 September 2020","29 September 2020","0.226937013328202%","0.16090213300037%","0.307935689822292%","","","","","ONS-CIS",""
"South West","30 September 2020","30 September 2020","0.236152681291909%","0.16901040287414%","0.317928806765516%","","","","","ONS-CIS",""
"South West","01 October 2020","01 October 2020","0.245280540529289%","0.1780966129881%","0.325924008255496%","","","","","ONS-CIS",""
"South West","02 October 2020","02 October 2020","0.254267019202823%","0.185883090831313%","0.335278854587302%","","","","","ONS-CIS",""
"South West","03 October 2020","03 October 2020","0.263071233347671%","0.194683401044902%","0.343859650434693%","","","","","ONS-CIS",""
"South West","04 October 2020","04 October 2020","0.295369757677772%","0.217894357190561%","0.382057803135277%","","","","","ONS-CIS",""
"South West","05 October 2020","05 October 2020","0.29548051251812%","0.219037103526321%","0.380332780759833%","","","","","ONS-CIS",""
"South West","06 October 2020","06 October 2020","0.296481119489401%","0.221753994022356%","0.380773332503667%","","","","","ONS-CIS",""
"South West","07 October 2020","07 October 2020","0.298451986158288%","0.224699637403928%","0.380986620317508%","","","","","ONS-CIS",""
"South West","08 October 2020","08 October 2020","0.301488920881229%","0.228559221415144%","0.383757958402243%","","","","","ONS-CIS",""
"South West","09 October 2020","09 October 2020","0.305695979464076%","0.233142380141045%","0.387994614442285%","","","","","ONS-CIS",""
"South West","10 October 2020","10 October 2020","0.311176024440814%","0.239706288844327%","0.392546185507475%","","","","","ONS-CIS",""
"South West","11 October 2020","11 October 2020","0.314705617664775%","0.240260242951885%","0.400558229319091%","","","","","ONS-CIS",""
"South West","12 October 2020","12 October 2020","0.323832438260367%","0.247840854670545%","0.412452123497068%","","","","","ONS-CIS",""
"South West","13 October 2020","13 October 2020","0.334320716392836%","0.256972953535088%","0.424263202837853%","","","","","ONS-CIS",""
"South West","14 October 2020","14 October 2020","0.346278304661182%","0.266608702845813%","0.435539453918246%","","","","","ONS-CIS",""
"South West","15 October 2020","15 October 2020","0.359804557268084%","0.277884887097502%","0.45085916496983%","","","","","ONS-CIS",""
"South West","16 October 2020","16 October 2020","0.374979038919143%","0.291737528055855%","0.465243541073156%","","","","","ONS-CIS",""
"South West","17 October 2020","17 October 2020","0.391846081055779%","0.30544987108389%","0.486035632666901%","","","","","ONS-CIS",""
"South West","18 October 2020","18 October 2020","0.408603621945175%","0.318444508381478%","0.511783106794784%","","","","","ONS-CIS",""
"South West","19 October 2020","19 October 2020","0.433041587355207%","0.3382620771403%","0.5422596916706%","","","","","ONS-CIS",""
"South West","20 October 2020","20 October 2020","0.457854824386014%","0.357874953949003%","0.571995306919359%","","","","","ONS-CIS",""
"South West","21 October 2020","21 October 2020","0.482764504726676%","0.378207127927239%","0.601908406913808%","","","","","ONS-CIS",""
"South West","22 October 2020","22 October 2020","0.507506797316001%","0.399266727447297%","0.632382331453453%","","","","","ONS-CIS",""
"South West","23 October 2020","23 October 2020","0.531841110664262%","0.421551807115153%","0.658461297913672%","","","","","ONS-CIS",""
"South West","24 October 2020","24 October 2020","0.555551027150912%","0.442493920216258%","0.683745541006241%","","","","","ONS-CIS",""
"South West","25 October 2020","25 October 2020","0.580243388412041%","0.462586447387889%","0.71583316503579%","","","","","ONS-CIS",""
"South West","26 October 2020","26 October 2020","0.591676102157697%","0.470193058653967%","0.731582843936397%","","","","","ONS-CIS",""
"South West","27 October 2020","27 October 2020","0.603650589197958%","0.478881495636099%","0.745921398747959%","","","","","ONS-CIS",""
"South West","28 October 2020","28 October 2020","0.616212786502552%","0.488162454585409%","0.761756848506997%","","","","","ONS-CIS",""
"South West","29 October 2020","29 October 2020","0.629443100180493%","0.498972624752821%","0.777956071032149%","","","","","ONS-CIS",""
"South West","30 October 2020","30 October 2020","0.643432741375175%","0.513169256890377%","0.792074286434378%","","","","","ONS-CIS",""
"South West","31 October 2020","31 October 2020","0.658250065832146%","0.527919821983852%","0.80674012233029%","","","","","ONS-CIS",""
"South West","01 November 2020","01 November 2020","0.689279426430065%","0.554244936400775%","0.845426998529407%","","","","","ONS-CIS",""
"South West","02 November 2020","02 November 2020","0.703017184464293%","0.564096278323718%","0.864493923197096%","","","","","ONS-CIS",""
"South West","03 November 2020","03 November 2020","0.71707925765415%","0.574784303405186%","0.880454871126655%","","","","","ONS-CIS",""
"South West","04 November 2020","04 November 2020","0.731131683260717%","0.588140143253381%","0.893611702932737%","","","","","ONS-CIS",""
"South West","05 November 2020","05 November 2020","0.744784049894229%","0.603244629696005%","0.904645863045179%","","","","","ONS-CIS",""
"South West","06 November 2020","06 November 2020","0.75758495506064%","0.616391863333253%","0.916834685637982%","","","","","ONS-CIS",""
"South West","07 November 2020","07 November 2020","0.769018852304929%","0.631106742341108%","0.92575458025865%","","","","","ONS-CIS",""
"South West","08 November 2020","08 November 2020","0.778511954242361%","0.642079831933715%","0.932578058896807%","","","","","ONS-CIS",""
"South West","09 November 2020","09 November 2020","0.785454192469443%","0.648057851867179%","0.938808394906286%","","","","","ONS-CIS",""
"South West","10 November 2020","10 November 2020","0.789240544795094%","0.651822884496283%","0.944070574015873%","","","","","ONS-CIS",""
"South West","11 November 2020","11 November 2020","0.789329063184226%","0.649437744121636%","0.945873128056934%","","","","","ONS-CIS",""
"South West","12 November 2020","12 November 2020","0.785306474441864%","0.645563051537346%","0.942304408587335%","","","","","ONS-CIS",""
"South West","13 November 2020","13 November 2020","0.776947711088649%","0.63753428300716%","0.934815308027119%","","","","","ONS-CIS",""
"South West","14 November 2020","14 November 2020","0.764255287773834%","0.626207056878602%","0.920517962783872%","","","","","ONS-CIS",""
"South West","15 November 2020","15 November 2020","0.747468777183691%","0.615089026841174%","0.899021852232805%","","","","","ONS-CIS",""
"South West","16 November 2020","16 November 2020","0.727042425945948%","0.597135785118321%","0.870640866253688%","","","","","ONS-CIS",""
"South West","17 November 2020","17 November 2020","0.70359724051441%","0.577687619888505%","0.843096554288225%","","","","","ONS-CIS",""
"South West","18 November 2020","18 November 2020","0.677859504575805%","0.55664612506428%","0.816685731219298%","","","","","ONS-CIS",""
"South West","19 November 2020","19 November 2020","0.650598841971277%","0.532242385406498%","0.784900664816724%","","","","","ONS-CIS",""
"South West","20 November 2020","20 November 2020","0.622575888668613%","0.506085572246899%","0.753567624348932%","","","","","ONS-CIS",""
"South West","21 November 2020","21 November 2020","0.594504336865007%","0.479136762847901%","0.723786519226933%","","","","","ONS-CIS",""
"South West","22 November 2020","22 November 2020","0.567027005432776%","0.454415049917728%","0.69241404120922%","","","","","ONS-CIS",""
